Timestamp,Course:,Branch (if any):,Currently staying at:,Do you have interest in outdoor games?,How much time you dedicate for your games?,How much time you dedicate for your studies?,Do you like coding?,Are you certified in any of the given language?,Preferable websites for doing extra courses :,How much time you dedicate for improving your coding skills?,"Do you participate in competitive exams such as hackathons, idea generation, codechef?",Are you satisfied with your course curriculum ?,Are you satisfied with lab work/ lab assignment?,How frequently you visit to library?,How long do you study in library reading room?,How many books do you refer while studying a single topic?,Do you find the genre of books in library and their quality sufficient?,What medium of study you prefer for regular studies?,Should mini project labs start from 2nd year?,Have you completed any project on data analytics?,Are technical classes beneficial for you?,Give ratings to your technical classes.,Are aptitude classes beneficial for you?,Give ratings to your aptitude classes.,What combination of theory and lab credits would you prefer?,What do you expect from a teacher?,Would you prefer theory and Practical day separated?,What style of teaching do you prefer?,Would you prefer to go in classroom with laptops?,What do you want to become?,Would you like an amendment in the University policy of 1 student 1 job?,Should there be a trial class for a new joining(teacher) so that students can take a call on the teacher?,Duration of trial class should be?,Should there be night classes as an option so that if you wish you can join the night batch?,What outlook of the University do you get from its current scenario and ongoing proceedings?,Should there be courses introduced in University which provide earning while learning?,"Overall, how happy are you with your academic experience and university life?"
2018/03/18 9:14:46 PM GMT+5:30,B.Tech,CSE,Hostel,No,1 hr,1 hr,Yes,php,Sanfoundary,1 hour only on weekends,No,No,Yes,Ocassionally,Never,Most of the times only one,2,Internet,Yes,No,Yes,4,Yes,4,3 theory 2 lab,Balanced theory and practical,No,Ppt +blackboard,Yes,Software/ Website Developer,Any number of companies but at least one core company.,Yes,At most 8 hours (two weeks),Yes,Passionate for placement,Yes,3
2018/03/18 9:26:46 PM GMT+5:30,B.Tech,CSE,Hostel,No,I am not intrested in games.,3 hr,Yes,I am not certified in any language.,Sanfoundary,2 hr,No,No,No,Weekly,2 hours,Most of the times only one,3,Internet,Yes,No,Yes,3,Yes,3,3 theory 2 lab,Balanced theory and practical,Yes,Ppt +blackboard,Yes,System/ Database Admin,Any number of companies but at least one core company.,Yes,Just one lecture,Yes,Passionate for Learning,Yes,3
2018/03/18 9:35:38 PM GMT+5:30,B.Tech,CSE,Rented room,Yes,1 hr,More than 3 hr,Yes,R,Udemy,1 hr,No,No,No,Weekly,Never,Most of the times only one,1,Internet,Yes,No,No,1,No,1,2 theory 3 lab,Nothing but practical,No,live with laptop,Yes,Data Analyst/Scientist,Allowed to sit for at least 2 companies,Yes,At least 2 hours,Yes,Passionate for admission,Yes,1
2018/03/18 10:05:31 PM GMT+5:30,B.Tech,Electrical Engineering,Hostel,Yes,2 hr,More than 3 hr,On basic level,C/C++,Option 5,1 hr,No,Yes,No,Daily,More than 2 hours,At least two,5,Books at Home,No,No,Yes,4,Yes,4,2 theory 3 lab,Balanced theory and practical,Yes,Blackboard,Yes,Tester/ Network Engineer,Allowed to sit for at least 2 companies,Yes,At most 4 hours (one week),No,Passionate for Learning,Yes,4
2018/03/18 11:21:44 PM GMT+5:30,BBA,,Hostel,Yes,1 hr,2 hr,No,No,Don't know ,I don't like ,No,Yes,Yes,Ocassionally,Less than an hour,Most of the times only one,2,Internet,Yes,No,Don't know ,1,No,1,Don't know ,More practical less theory,Yes,Ppt +blackboard,Yes,Bank manager ,Any number of companies but at least one core company.,Yes,Just one lecture,Yes,School type learning,Yes,3
2018/03/18 11:44:16 PM GMT+5:30,B.Tech,CSE,Hostel,Yes,Negligible,2 hr,Yes,R,Datacamp,1 hr,No,No,No,Ocassionally,Less than an hour,Most of the times only one,2,Internet,Yes,No,Yes,2,Yes,3,3 theory 2 lab,More practical less theory,No,Blackboard,No,Software/ Website Developer,Allowed to sit for at least 3 companies and 1 core company,Yes,At least 2 hours,No,Passionate for placement,Yes,2
2018/03/19 12:16:43 AM GMT+5:30,B.Tech,CSE,Home(with parents),No,0,<=1 hour,Yes,R,"Datacamp, edx, coursera",More than 3 hr,Yes,No,No,Weekly,Never,Two to four,3,Internet,Yes,Yes,No,1,Yes,4,1 theory 4 lab,Nothing but practical,Yes,Ppt,Yes,Full stack developer,Allowed to sit for at least 2 companies,Yes,Just one lecture,Yes,Passionate for placement,Yes,1
2018/03/19 12:20:27 AM GMT+5:30,B.Tech,CSE,Hostel,No,1 hr,3 hr,Yes,"Android, Web Development",Udemy,1 hr,No,Yes,No,Weekly,Less than an hour,At least two,2,Books at Home,Yes,No,Yes,4,Yes,4,3 theory 2 lab,Balanced theory and practical,Yes,Ppt +blackboard,Yes,Data Analyst/Scientist,Any number of companies but at least one core company.,Yes,At least 2 hours,Yes,School type learning,Yes,4
2018/03/19 12:39:28 AM GMT+5:30,B.Tech,CSE,Hostel,Yes,1 hr,2 hr,Yes,C/C++,hackerrank,1 hr,Yes,No,No,Weekly,2 hours,Most of the times only one,3,Internet,Yes,No,Yes,4,Yes,4,3 theory 2 lab,Balanced theory and practical,No,Excerpts from the books or technical paper reading in classroom,Yes,System/ Database Admin,Any number of companies but at least one core company.,Yes,At least 2 hours,Yes,Passionate for placement,Yes,2
2018/03/19 12:41:40 AM GMT+5:30,B.Tech,CSE,Hostel,Yes,Not enough time to dedicate for games,1 hr,Yes,Also have a android certificate,Datacamp,Not giving daily time for skills,No,May be,No,Ocassionally,Never,Most of the times only one,2,Notes of class,Yes,No,Yes,3,Yes,4,4 theory 1 lab,Balanced theory and practical,No,Blackboard,No,Software/ Website Developer,First prefer one job one company,Yes,Just one lecture,Yes,Passionate for placement,Yes,3
2018/03/19 1:16:47 AM GMT+5:30,B.Tech,CSE,Hostel,Yes,Approx. 1 hr. But only on holidays,Approx. 1 hr. On holidays,Yes,Python,Datacamp,Not done,No,Yes,Yes,Weekly,Less than an hour,Most of the times only one,5,Notes of class,Yes,No,Yes,5,Yes,5,3 theory 2 lab,Balanced theory and practical,Yes,Blackboard,No,Software/ Website Developer,Any number of companies but at least one core company.,Yes,Just one lecture,Yes,Passionate for placement,No,5
2018/03/19 1:35:18 AM GMT+5:30,B.Tech,C.S.E,Rented room,Yes,1 hr,1 hr,Yes,C/C++,Dataquest,2 hr,Yes,No,No,Weekly,Less than an hour,At least two,1,Books at Home,Yes,Yes,Yes,4,Yes,5,2 theory 3 lab,More practical less theory,Yes,Excerpts from the books or technical paper reading in classroom,Yes,Data Analyst/Scientist,Any number of companies but at least one core company.,Yes,At most 4 hours (one week),Yes,School type learning,Yes,4
2018/03/19 1:43:11 AM GMT+5:30,B.Tech,,Hostel,Yes,2 hr,2 hr,Yes,Java,Udemy,1 hr,No,No,No,Weekly,Less than an hour,At least two,4,Internet,Yes,No,Yes,3,Yes,4,4 theory 1 lab,More practical less theory,No,Blackboard,Yes,income tax officer,Any number of companies but at least one core company.,Yes,At most 4 hours (one week),Yes,Passionate for placement,Yes,3
2018/03/19 1:45:24 AM GMT+5:30,B.Tech,Civil,Hostel,Yes,More than 3 hr,1 hr,No,Nopes,Mahindraonline,None,No,Yes,Yes,Weekly,Less than an hour,Most of the times only one,5,Notes of class,Yes,No,Yes,1,Yes,5,2 theory 3 lab,More practical less theory,Yes,Ppt +blackboard,Yes,Civil engineer,Allowed to sit for at least 3 companies and 1 core company,Yes,Just one lecture,No,Passionate for placement,Yes,1
2018/03/19 7:50:09 AM GMT+5:30,B.Tech,Cse,Home(with parents),No,1 hr,1 hr,Yes,Java,Datacamp,1 hr,No,No,No,Weekly,Never,Most of the times only one,2,Internet,No,No,No,1,Yes,4,4 theory 1 lab,Balanced theory and practical,No,Ppt +blackboard,No,Software/ Website Developer,Allowed to sit for at least 2 companies,Yes,Just one lecture,No,Passionate for admission,Yes,1
2018/03/19 10:13:50 AM GMT+5:30,B.Tech,electrical,Hostel,Yes,2 hr,2 hr,No,C/C++,Datacamp,1 hr,No,No,No,Daily,More than 2 hours,Two to four,3,Books at Home,Yes,No,Yes,4,Yes,4,3 theory 2 lab,Balanced theory and practical,Yes,Ppt +blackboard,No,Data Analyst/Scientist,Allowed to sit for at least 3 companies and 1 core company,Yes,At least 2 hours,Yes,School type learning,Yes,3
2018/03/19 10:27:27 AM GMT+5:30,B.Tech,CSE,Home(with parents),Yes,1 hr,2 hr,Yes,no,Udemy,1 hr,Yes,No,No,Daily,Less than an hour,Most of the times only one,1,Internet,Yes,No,Yes,3,Yes,3,2 theory 2 lab,More practical less theory,No,Excerpts from the books or technical paper reading in classroom,No,Software/ Website Developer,Any number of companies but at least one core company.,No,Just one lecture,No,Passionate for placement,Yes,3
2018/03/19 10:36:29 AM GMT+5:30,B.Tech,,Hostel,Yes,0,More than 3 hr,No,"Java , python",Udemy,1 hr,No,No,No,Ocassionally,Never,Depends if needed or not,1,Internet,Yes,Yes,Yes,4,Yes,4,2 theory 2 lab,Balanced theory and practical,Yes,Digital learning,Yes,Data Analyst/Scientist,Allowed to sit for at least 3 companies and 1 core company,Yes,At least 2 hours,Yes,Passionate for placement,Yes,3
2018/03/19 10:52:03 AM GMT+5:30,B.Tech,,Home(with parents),Yes,1 hr,2 hr,No,No,Coursera,2 hr,No,Yes,Yes,Weekly,Less than an hour,Most of the times only one,3,Internet,Yes,Yes,Yes,3,Yes,4,3 theory 2 lab,Balanced theory and practical,Yes,Ppt +blackboard,Yes,Data Analyst/Scientist,Allowed to sit for at least 3 companies and 1 core company,Yes,At most 4 hours (one week),Yes,School type learning,Yes,2
2018/03/19 11:32:47 AM GMT+5:30,B.Tech,CSE,Hostel,No,0,3 hr,Yes,Python,Udemy,1 hr,No,No,No,Ocassionally,Never,At least two,4,Internet,Yes,Yes,Yes,3,Yes,4,2 theory 2 lab,Balanced theory and practical,No,Ppt +blackboard,Yes,Data Analyst/Scientist,Allowed to sit for at least 2 companies and 1 core company,Yes,Just one lecture,Yes,Passionate for placement,Yes,4
2018/03/19 12:41:45 PM GMT+5:30,B.Pharma,,Hostel,Yes,2 hr,Dedicated 8 hrs of college to the study,I m not a computer science student,I m not interested,Not interested,No time ..,I participated in gpat exams related to pharmacy,Very easy .... You are good in studies at a time but as time passes you become dumb(very early),Yes,Weekly,Never,Two to four,3,Books at Home,Yes,No,Yes,5,No,1,2 theory 3 lab,Balanced theory and practical,No,Ppt +blackboard,Yes,Reseacher,Allowed to sit for at least 2 companies and 1 core company,Yes,At least 2 hours,Yes,Prefers only admission not studies,Yes,1
2018/03/19 12:56:53 PM GMT+5:30,B.Tech,,Hostel,Yes,1 hr,2 hr,No,Java,Datacamp,1 hr,Yes,No,Yes,Weekly,More than 2 hours,At least two,4,Notes of class,Yes,Yes,Yes,3,Yes,5,2 theory 2 lab,More practical less theory,No,Excerpts from the books or technical paper reading in classroom,No,Software/ Website Developer,Any number of companies but at least one core company.,Yes,At most 4 hours (one week),No,Passionate for placement,Yes,3
2018/03/19 2:13:26 PM GMT+5:30,B.Tech,,Hostel,Yes,1 hr,3 hr,No,NO,Udemy,1 hr,No,No,No,Monthly,Less than an hour,Two to four,4,Internet,Yes,No,Yes,4,Yes,4,4 theory 1 lab,More practical less theory,Yes,Ppt +blackboard,Yes,Enterpreneur,Allowed to sit for at least 2 companies and 1 core company,Yes,At least 2 hours,Yes,Passionate for placement,Yes,3
2018/03/19 2:22:52 PM GMT+5:30,B.Tech,C.S.E,Rented room,Yes,1 hr,1 hr,No,R,Datacamp,1 hr,Yes,No,Yes,Weekly,Less than an hour,Most of the times only one,1,Books at Home,Yes,Yes,Yes,4,Yes,4,2 theory 3 lab,More practical less theory,Yes,Excerpts from the books or technical paper reading in classroom,Yes,Data Analyst/Scientist,Allowed to sit for at least 2 companies,Yes,At least 2 hours,Yes,School type learning,Yes,4
2018/03/19 2:28:28 PM GMT+5:30,B.Tech,CSE,Hostel,No,0,2 hr,Yes,Java,Datacamp,1 hr,No,No,No,Daily,2 hours,Most of the times only one,2,Internet,No,No,Yes,5,Yes,5,2 theory 3 lab,More practical less theory,No,Ppt +blackboard,Yes,marketing analyst,Any number of companies but at least one core company.,Yes,Just one lecture,Yes,School type learning,Yes,3
2018/03/19 2:43:47 PM GMT+5:30,B.Tech,,Hostel,Yes,2 hr,More than 3 hr,Yes,C/C++,Datacamp,2 hr,No,Yes,No,Weekly,Less than an hour,Most of the times only one,4,Internet,Yes,No,Somewhat,4,Yes,4,2 theory 3 lab,Balanced theory and practical,Yes,Ppt +blackboard,Yes,Software/ Website Developer,No,Yes,At least 2 hours,No,School type learning,Yes,3
2018/03/19 3:45:31 PM GMT+5:30,B.Tech,c.s.e.,Home(with parents),Yes,2 hr,1 hr,Yes,no,hacker rank,some time ,No,should be improved,No,Ocassionally,Never,Most of the times only one,3,Internet,Yes,No,Yes,2,Yes,4,2 theory 3 lab,More practical less theory,No,Ppt +blackboard,Yes,start my own business,Any number of companies but at least one core company.,No,At least 2 hours,Yes,School type learning,Yes,2
2018/03/19 5:22:12 PM GMT+5:30,B.Tech,CSE,Hostel,No,1 hr,2 hr,Yes,R,Datacamp,3 hr,Yes,No,Yes,Weekly,Less than an hour,Most of the times only one,2,Internet,Yes,No,Yes,3,Yes,3,2 theory 3 lab,More practical less theory,No,Ppt +blackboard,Yes,System/ Database Admin,Allowed to sit for at least 3 companies and 1 core company,Yes,At least 2 hours,Yes,Passionate for placement,Yes,2
2018/03/19 6:49:30 PM GMT+5:30,B.Tech,Mechanical engg.,Hostel,Yes,2 hr,1 hr,No,nota,nota,nota,nota,Yes,Yes,Weekly,2 hours,At least two,3,Internet,Yes,No,No,2,Yes,4,3 theory 2 lab,Balanced theory and practical,Yes,Excerpts from the books or technical paper reading in classroom,Yes,Mechanical Engg.,Allowed to sit for at least 2 companies and 1 core company,Yes,At least 2 hours,Yes,no words,Yes,3
2018/03/19 7:01:25 PM GMT+5:30,Bcom hons.,,Hostel,Yes,1 hr,1 hr,No,No,No,No,No,No,No,Ocassionally,Never,No,3,Notes of class,No,No,No,1,Yes,3,No,More practical less theory,No,Ppt +blackboard,Yes,No,Allowed to sit for at least 2 companies,Yes,At least 2 hours,Yes,No,Yes,3
2018/03/19 7:02:49 PM GMT+5:30,B.Tech,CSE,Hostel,Yes,1 hr,3 hr,Yes,C/C++,Datacamp,1 hr,Yes,No,No,Monthly,More than 2 hours,Two to four,2,all mediums which i thing that sufficient for study,Yes,No,Yes,3,Yes,5,2 theory 3 lab,Balanced theory and practical,No,Ppt +blackboard,Yes,Software/ Website Developer,Any number of companies but at least one core company.,Yes,Just one lecture,Yes,Passionate for Learning,Yes,4
2018/03/19 7:34:36 PM GMT+5:30,B.Tech,CSE,Hostel,Yes,none,More than 3 hr,Yes,None,Udemy,1 hr,Yes,i don't know,No,never,Never,At least two,2,Internet,Yes,No,Yes,5,Yes,5,2 theory 2 lab,Balanced theory and practical,Yes,Ppt +blackboard,Yes,Data Analyst/Scientist,Allowed to sit for at least 2 companies and 1 core company,Yes,At least 2 hours,Yes,Passionate for Learning,Yes,3
2018/03/19 9:50:13 PM GMT+5:30,MBA,,Hostel,No,1 hr,More than 3 hr,No,C/C++,Coursera,dont like coding,No,Yes,No,Weekly,2 hours,At least two,2,Internet,Yes,No,No,2,Yes,4,2 theory 3 lab,Nothing but practical,Yes,Ppt +blackboard,Yes,financial analyst,Allowed to sit for at least 2 companies,Yes,At least 2 hours,Yes,School type learning,Yes,4
2018/03/19 10:20:54 PM GMT+5:30,B.Tech,CSE,Hostel,Yes,2 hr,3 hr,Yes,no,Udemy,1 hr,No,Yes,Yes,Daily,Less than an hour,Most of the times only one,4,Internet,Yes,No,Yes,3,Yes,4,4 theory 1 lab,Balanced theory and practical,No,Ppt +blackboard,Yes,Software/ Website Developer,Allowed to sit for at least 2 companies,No,no trial class,Yes,School type learning,Yes,2
2018/03/19 10:33:21 PM GMT+5:30,B.Tech,ECE,Hostel,Only on weekends,2 hr,2 hr,Yes,Not certified. But have learned it as the part of curriculum.,"geeksofgeeks, hackerrank, youtube","Greatly depends upon the proximity of exams. But usually, yes try to learn new things almost everyday.",No,No,Some what yes and somewhat no.,Ocassionally,More than 2 hours,At least two,3,Books at Home,Yes,No,Yes,3,Yes,4,2 theory 2 lab,Balanced theory and practical,No,Blackboard,Yes,Software/ Website Developer,Any number of companies but at least one core company.,Yes,At least 2 hours,Yes,Passionate for placement,Yes,4
2018/03/19 11:21:49 PM GMT+5:30,B.Tech,,Hostel,Yes,0 hr,3 hr,Yes,C/C++,Datacamp,no time,No,No,Yes,Weekly,Less than an hour,At least two,3,Books at Home,Yes,No,dont know,2,Yes,3,3 theory 2 lab,Balanced theory and practical,Yes,Blackboard,Yes,Software/ Website Developer,Allowed to sit for at least 3 companies and 1 core company,Yes,Just one lecture,Yes,School type learning,Yes,3
2018/03/20 12:09:41 AM GMT+5:30,B.Tech,CSE,Hostel,Yes,NO,1 hr,Yes,Python,Coursera,2 hr,Yes,No,No,Ocassionally,Less than an hour,At least two,3,Books at Home,Yes,Yes,Yes,5,Yes,5,2 theory 3 lab,More practical less theory,Yes,Ppt +blackboard,Yes,Data Analyst/Scientist,Allowed to sit for at least 3 companies and 1 core company,Yes,At most 4 hours (one week),Yes,Passionate for placement,Yes,2
2018/03/20 12:12:58 AM GMT+5:30,B.Tech,compuer science,Hostel,Yes,half an hour,1 hr,Yes,not certified but know little bit of c language,nptel . freecodecamp,1 hr,No,Yes,Yes,Ocassionally,2 hours,Most of the times only one,5,internet . video lecture,Yes,No,Yes,4,Yes,4,4 theory 1 lab,Balanced theory and practical,Yes,creative teaching that may be grapsed by every student,Yes,Music composer and Sound production engineer,Any number of companies but at least one core company.,Yes,Just one lecture,No,School type learning,Yes,3
2018/03/20 12:31:04 AM GMT+5:30,B.Tech,CSE,Hostel,Yes,No time,3 hr,Yes,R,Datacamp,1 hr,No,No,No,Monthly,Never,Most of the times only one,4,Notes of class,Yes,No,Yes,4,Yes,4,1 theory 4 lab,Nothing but practical,Yes,Blackboard,No,System/ Database Admin,Any number of companies but at least one core company.,Yes,At most 4 hours (one week),Yes,Passionate for placement,Yes,3
2018/03/20 12:35:09 AM GMT+5:30,B.Tech,Computer Science and Engineering ,Hostel,Yes,1 hr,3 hr,Yes,C/C++,Sanfoundary,1 hr,Yes,No,No,Weekly,2 hours,Most of the times only one,3,Internet,No,No,Yes,5,Yes,5,2 theory 2 lab,More practical less theory,No,Excerpts from the books or technical paper reading in classroom,Yes,Software/ Website Developer,Any number of companies but at least one core company.,No,Just one lecture,Yes,School type learning,Yes,2
2018/03/20 12:41:08 AM GMT+5:30,B.Tech,CSE,Hostel,Yes,1 hr,3 hr,No,C/C++,Codecademy,2 hr,No,Yes,No,Ocassionally,2 hours,Most of the times only one,3,Books at Home,No,No,Yes,3,Yes,3,3 theory 2 lab,More practical less theory,No,Blackboard,Yes,System/ Database Admin,Any number of companies but at least one core company.,Yes,At least 2 hours,Yes,School type learning,Yes,2
2018/03/20 12:41:09 AM GMT+5:30,B.Tech,CSE,Hostel,No,2 hr,0.5 hr,Yes,Java,Udemy,1 hr,Yes,No,No,Ocassionally,Less than an hour,Most of the times only one,4,Internet,Yes,No,Yes,3,Yes,3,2 theory 3 lab,More practical less theory,Yes,Ppt +blackboard,Yes,System/ Database Admin,Any number of companies but at least one core company.,Yes,At least 2 hours,No,Passionate for placement,Yes,3
2018/03/20 12:43:15 AM GMT+5:30,B.Tech,Cse,Hostel,No, No,2 hr,Yes,Android,Udemy,1 hr,No,No,No,Monthly,Less than an hour,Most of the times only one,2,Internet,Yes,No,Yes,3,Yes,4,2 theory 3 lab,Balanced theory and practical,Yes,Ppt +blackboard,No,Software/ Website Developer,Allowed to sit for at least 2 companies and 1 core company,Yes,Just one lecture,No,School type learning,Yes,3
2018/03/20 12:48:18 AM GMT+5:30,B.Tech,CSE,Hostel,Yes,2 hr,1 hr,Yes,Java,Coursera,1 hr,No,No,No,Ocassionally,Never,Most of the times only one,2,Internet,Yes,No,No,2,No,1,4 theory 1 lab,More practical less theory,No,Excerpts from the books or technical paper reading in classroom,Yes,Data Analyst/Scientist,Allowed to sit for at least 3 companies and 1 core company,Yes,At most 8 hours (two weeks),Yes,School type learning,Yes,2
2018/03/20 1:31:23 AM GMT+5:30,B.Tech,Computer science,Home(with parents),No,None,3 hr,No,No,Coursera,1 hr,No,Yes,Yes,Weekly,Never,Two to four,4,Internet,Yes,Yes,Yes,5,Yes,5,3 theory 2 lab,Balanced theory and practical,Yes,Ppt +blackboard,Yes,Data Analyst/Scientist,Allowed to sit for at least 2 companies and 1 core company,Yes,At most 8 hours (two weeks),No,Passionate for placement,Yes,5
2018/03/20 2:34:55 AM GMT+5:30,BCA,,Hostel,No,1 hr,1 hr,Yes,Python,Udemy,More than 3 hr,Yes,No,No,Ocassionally,Less than an hour,At least two,2,Internet,Yes,No,Yes,2,Yes,3,2 theory 3 lab,More practical less theory,No,Ppt +blackboard,Yes,Cyber security expert,Any number of companies but at least one core company.,Yes,At least 2 hours,Yes,School type learning,Yes,1
2018/03/20 2:42:05 AM GMT+5:30,B.Tech,CSE,Home(with parents),Yes,1 hr,More than 3 hr,Yes,Python,Sanfoundary,More than 3 hr,Yes,No,Yes,Monthly,Never,Most of the times only one,3,Internet,Yes,Yes,Yes,4,Yes,5,2 theory 3 lab,More practical less theory,Yes,Blackboard,Yes,Software/ Website Developer,Any number of companies but at least one core company.,Yes,At least 2 hours,Yes,School type learning,Yes,3
2018/03/20 3:10:16 AM GMT+5:30,MCA,,Hostel,Yes,As no time left after classes.,3 hr,Yes,Java,Sanfoundary,2 hr,Yes,Some changes need to be their.. like their must be ,Facing problem in Android labs.Their should be a separate lab for android.,Weekly,Not regular.,I prefer net ,3,All of the above mentioned combo,"As for MCA.. it good to introduce project on 1st year.But as we are from bsc background,so their must be some additional class for c language by some best one.. who can clear them what is actually the code is doinh",No,Yes,3,Yes,3,4 theory 1 lab,Balanced theory and practical,No,Combo of ppt and blackboard is fine ,No,Software/ Website Developer,"Yes ofcourse,if one does not want to join a company then they should get chance to sit in another companies also",Yes,At least 2 hours,No,Passionate for placement,Yes,3
2018/03/20 6:09:52 AM GMT+5:30,B.Tech,CSE,Hostel,No,I don't play outdoor games,More than 3 hr,Yes,Java,Udemy,2 hr,No,A few theoretical subjects are not interesting., small disinterest in lab,Weekly,2 hours,Most of the times only one,4,Internet,No,No,Yes,4,Yes,5,3 theory 2 lab,Balanced theory and practical,No,Ppt +blackboard,Yes,Data Analyst/Scientist,Allowed to sit for at least 3 companies and 1 core company,Yes,At least 2 hours,No,Passionate for placement,Yes,3
2018/03/20 6:28:29 AM GMT+5:30,B.Tech,Cse,Home(with relatives),Yes,1 hr,More than 3 hr,Yes,R,Datacamp,1 hr,No,No,No,Weekly,Never,Most of the times only one,3,Internet,No,No,Yes,2,Yes,4,4 theory 1 lab,More practical less theory,Yes,Ppt +blackboard,Yes,Data Analyst/Scientist,Allowed to sit for at least 2 companies,Yes,Just one lecture,Yes,Passionate for placement,Yes,3
2018/03/20 6:43:52 AM GMT+5:30,B.Pharma,,Home(with parents),Yes,2 hr,1 hr,No,No,No,No,No,No,Yes,Weekly,Less than an hour,Most of the times only one,2,Internet,Yes,No,Yes,4,Yes,3,3 theory 2 lab,Balanced theory and practical,No,Ppt +blackboard,Yes,No,Any number of companies but at least one core company.,Yes,Just one lecture,Yes,Passionate for admission,Yes,2
2018/03/20 6:54:08 AM GMT+5:30,B.Tech,computer science and engineering ,Hostel,Yes,1 hr,More than 3 hr,Yes,no,Udemy,2 hr,Yes,No,Yes,Monthly,Never,Most of the times only one,4,Books at Home,Yes,No,No,2,Yes,3,2 theory 3 lab,Balanced theory and practical,No,Blackboard,Yes,software developer with web develooment and testing,Any number of companies but at least one core company.,Yes,At most 4 hours (one week),Yes,School type learning,Yes,3
2018/03/20 7:37:26 AM GMT+5:30,MBA,,Hostel,Yes,1 hr,More than 3 hr,No,C/C++,Datacamp,1 hr,Yes,No,No,Weekly,2 hours,At least two,5,Internet,No,Yes,Yes,3,Yes,1,3 theory 2 lab,Balanced theory and practical,Yes,Blackboard,Yes,business men,Any number of companies but at least one core company.,Yes,At least 2 hours,Yes,Passionate for Learning,Yes,2
2018/03/20 7:46:57 AM GMT+5:30,B.Tech,ME,Hostel,No,1 hr,More than 3 hr,No,C/C++,Coursera,0,No,No,No,Daily,2 hours,Most of the times only one,3,Books at Home,Yes,No,No,2,Yes,4,3 theory 2 lab,Balanced theory and practical,No,Blackboard,No,Entrepreneur,Allowed to sit for at least 3 companies and 1 core company,Yes,At most 4 hours (one week),No,School type learning,Yes,3
2018/03/20 8:13:46 AM GMT+5:30,B.Tech,CSE ,Hostel,Yes,None,None ,Yes,None,Datacamp,1 hr,Yes,No,No,Ocassionally,Less than an hour,Google,2,Internet,Yes,No,Yes,2,Yes,4,3 theory 2 lab,More practical less theory,No,Blackboard,Yes,Data Analyst/Scientist,Allowed to sit for at least 2 companies,Yes,At least 2 hours,Yes,Passionate for admission,Yes,3
2018/03/20 8:50:22 AM GMT+5:30,B.Tech,DA,Hostel,No,None,8,Yes,Python,Coursera,More than 3 hr,Yes,Yes,Yes,Monthly,Less than an hour,Two to four,3,Books,Yes,Yes,Yes,4,Yes,5,3 theory 2 lab,Balanced theory and practical,No,Ppt +blackboard,Yes,Data Analyst/Scientist,Any number of companies but at least one core company.,Yes,Just one lecture,Yes,Passionate for placement,Yes,3
2018/03/20 9:44:45 AM GMT+5:30,B.Tech,CSE,Hostel,Yes,1 hr,0,Yes,Python,Coursera,More than 3 hr,No,No,No,Never,Never,"Internet, Research Papers",2,Internet,"Students should do projects on their own, Labs are useless.",Yes,No,2,No,4,3 theory 2 lab,More practical less theory,No,If subject is technical then teacher should show his own code samples and run them in class because most teachers here don't know practical coding,Yes,Data Analyst/Scientist,Any number of companies but at least one core company.,Yes,At least 2 hours,No,Passionate for admission,No,2
2018/03/20 10:24:38 AM GMT+5:30,BCA,,Hostel,Yes,1 hr,More than 3 hr,Yes,Java,Udemy,2 hr,Yes,No,Yes,Ocassionally,Never,More than four,4,Internet,Yes,Yes,Yes,3,Yes,4,3 theory 2 lab,Balanced theory and practical,Yes,Excerpts from the books or technical paper reading in classroom,Yes,DIGITAL MARKETER,Any number of companies but at least one core company.,Yes,At least 2 hours,No,School type learning,Yes,3
2018/03/20 10:34:18 AM GMT+5:30,B.Tech,CSE(DA),Hostel,Yes,1 hr,More than 3 hr,No,Java,Datacamp,None,No,No,No,Monthly,Never,At least two,4,Internet,Yes,No,Yes,4,Yes,5,3 theory 2 lab,More practical less theory,No,Ppt +blackboard,Yes,Data Analyst/Scientist,Allowed to sit for at least 2 companies and 1 core company,Yes,At most 4 hours (one week),Yes,Passionate for admission,Yes,3
2018/03/20 1:11:26 PM GMT+5:30,B.com(H),,Hostel,Yes,More than 3 hr,2 hr,No,No,NA,No,No,Yes,Yes,Ocassionally,Never,At least two,4,Notes of class,Yes,No,No,1,Yes,1,2 theory 2 lab,Balanced theory and practical,Yes,Ppt +blackboard,Yes,A employee,Allowed to sit for at least 2 companies and 1 core company,Yes,At most 4 hours (one week),No,School type learning,Yes,3
2018/03/20 1:28:03 PM GMT+5:30,B.Tech,mechanical engineering,Hostel,No,0 hours,0 hours,No,no,no,0 hours,No,Yes,No,Monthly,More than 2 hours,At least two,2,Internet,Yes,No,No,1,Yes,4,4 theory 1 lab,More practical less theory,No,Ppt +blackboard,Yes,marketing engineer,Allowed to sit for at least 3 companies and 1 core company,Yes,Just one lecture,Yes,Passionate for placement,Yes,3
2018/03/20 1:34:53 PM GMT+5:30,B.Tech,Computer science engineering ,Hostel,Yes,1 hr,3 hr,Yes,Php,Sanfoundary,1 hr,No,No,No,Weekly,2 hours,At least two,3,Internet,No,No,Yes,2,Yes,4,2 theory 3 lab,Balanced theory and practical,No,Ppt +blackboard,Yes,Software/ Website Developer,Any number of companies but at least one core company.,Yes,At most 4 hours (one week),Yes,Passionate for placement,Yes,2
